team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Alabama,1Q,2,33,12,3,Red Zone,run,6,successful,0.40,,0.55,0.50,N.Harris,,,,,,, 22-N.Harris runs 6 yards for a touchdown. 
Texas A&M,1Q,3,36,19,1,Normal,run,4,not successful,0.60,,0.47,0.33,K.Mond,,,P.Mathis,,1,, 11-K.Mond to TXAM 29 for 4 yards (48-P.Mathis). 
Texas A&M,1Q,3,37,20,2,Normal,run,3,not successful,0.50,,0.44,0.38,I.Spiller,,,P.Mathis,,1,, 28-I.Spiller to TXAM 32 for 3 yards (48-P.Mathis). 
Texas A&M,1Q,3,38,21,3,Normal,no play,10,successful,,,0.47,,,,,,,,," 11-K.Mond incomplete. Intended for 85-J.Wydermyer. Penalty on BAMA 3-D.Wright, Holding, 10 yards, enforced at TXAM 32. No Play. "
Texas A&M,1Q,3,39,22,1,Normal,run,6,successful,0.57,,0.50,0.41,K.Mond,,,C.Harris,,1,, 11-K.Mond to TXAM 48 for 6 yards (8-C.Harris). 
Texas A&M,1Q,3,40,23,2,Normal,run,5,successful,0.63,,0.53,0.44,A.Smith,,,C.Allen,C.Harris,0.5,0.5," 0-A.Smith to BAMA 47 for 5 yards (4-C.Allen,8-C.Harris). "
Texas A&M,1Q,3,41,24,1,Normal,pass,47,explosive,,0.45,0.55,0.42,,K.Mond,A.Smith,,,,, 11-K.Mond complete to 0-A.Smith. 0-A.Smith runs 47 yards for a touchdown. 
Alabama,1Q,3,44,13,1,Normal,pass,20,explosive,,0.67,0.58,0.45,,M.Jones,D.Smith,K.Carper,,1,, 10-M.Jones complete to 6-D.Smith. 6-D.Smith to BAMA 45 for 20 yards (14-K.Carper). 
Alabama,1Q,3,45,14,1,Normal,pass,23,explosive,,0.71,0.62,0.42,,M.Jones,J.Waddle,L.O'Neal,D.Morris,0.5,0.5," 10-M.Jones complete to 17-J.Waddle. 17-J.Waddle to TXAM 32 for 23 yards (9-L.O'Neal,7-D.Morris). "
Alabama,1Q,3,46,15,1,Normal,pass,,not successful,,0.63,0.57,0.38,,M.Jones,B.Robinson,,,,, 10-M.Jones incomplete. Intended for 4-B.Robinson. 
